Measure Mode: wall_time
Thread ID: 7231880
Fiber ID: 9231460
Total: 0.692615
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.000     0.000     0.000     0.000        2   IPAddr#to_s
  0.00      0.000     0.000     0.000     0.000        6   BinData::Uint16be#value_to_binary_string
  0.00      0.000     0.000     0.000     0.000        2   ERB#make_compiler
  0.00      0.018     0.000     0.000     0.018        1   Bundler::SpecSet#materialize
  0.00      0.008     0.000     0.000     0.008        1   Bundler::LockfileParser#initialize
  0.00      0.000     0.000     0.000     0.000        4   <Module::URI>#scheme_list
  0.00      0.000     0.000     0.000     0.000        2   Pio::Mac#to_a
  0.00      0.000     0.000     0.000     0.000       16   String#hex
  0.00      0.004     0.000     0.000     0.004        1   BinData::Base#write
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration::Future#stub_rubygems
  0.00      0.000     0.000     0.000     0.000        3   <Class::Gem::Version>#create
  0.00      0.000     0.000     0.000     0.000        6   Pathname#absolute?
  0.00      0.000     0.000     0.000     0.000        2   GLI::CommandFinder#initialize
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#override_defaults_based_on_config
  0.00      0.000     0.000     0.000     0.000        6   GLI::AppSupport#flags
  0.00      0.000     0.000     0.000     0.000        1   Pio::OpenFlow10::Match::Wildcards#ip_destination_address
  0.00      0.000     0.000     0.000     0.000        2   IPAddr#_to_string
  0.00      0.000     0.000     0.000     0.000        2   BinData::Base#lazy_evaluator
  0.00      0.000     0.000     0.000     0.000        4   BinData::Array#each
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#lock_version
  0.00      0.000     0.000     0.000     0.000        1   <Class::Gem::Specification>#reset
  0.00      0.000     0.000     0.000     0.000       57   Fixnum#<=>
  0.00      0.000     0.000     0.000     0.000        4   URI::Generic#set_host
  0.00      0.001     0.000     0.000     0.001        1   GLI::AppSupport#call_command
  0.00      0.000     0.000     0.000     0.000        2   OptionParser#parse_in_order
  0.00      0.002     0.000     0.000     0.002        2   GLI::OptionParserFactory#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Module::BinData::IO>#create_string_io
  0.00      0.000     0.000     0.000     0.000       31   BinData::Framework#initialize_shared_instance
  0.00      0.000     0.000     0.000     0.000       37   Fixnum#>=
  0.00      0.001     0.000     0.000     0.001        2   ERB::Compiler::TrimScanner#scan
  0.00      0.000     0.000     0.000     0.000        2   Gem::Specification#full_gem_path
  0.00      0.000     0.000     0.000     0.000        3   Comparable#<
  0.00      0.000     0.000     0.000     0.000        4   URI::Generic#set_opaque
  0.00      0.000     0.000     0.000     0.000        4   <Module::Gem>#paths
  0.00      0.000     0.000     0.000     0.000        2   IPAddr#set
  0.00      0.003     0.000     0.000     0.003       18   Bundler::Definition#satisfies_locked_spec?
  0.00      0.044     0.000     0.000     0.044        5   Bundler::SpecSet#tsort_each_node
  0.00      0.000     0.000     0.000     0.000       12   OptionParser#top
  0.00      0.000     0.000     0.000     0.000       12   <Class::GLI::Command>#name_as_string
  0.00      0.001     0.000     0.000     0.001        2   Pio::Type::MacAddress#set
  0.00      0.000     0.000     0.000     0.000        6   BinData::Uint16be#sensible_default
  0.00      0.000     0.000     0.000     0.000        1   Gem::PathSupport#path=
  0.00      0.002     0.000     0.000     0.002        1   Bundler::Definition#converge_sources
  0.00      0.013     0.000     0.000     0.013        2   <Module::Bundler>#definition
  0.00      0.000     0.000     0.000     0.000        2   Kernel#raise
  0.00      0.000     0.000     0.000     0.000        4   NilClass#to_s
  0.00      0.000     0.000     0.000     0.000        7   GLI::DSL#switches_declaration_order
  0.00      0.000     0.000     0.000     0.000        3   <Class::Trema::Controller>#_handler
  0.00      0.000     0.000     0.000     0.000        1   Hash#values_at
  0.00      0.000     0.000     0.000     0.000        2   MatchData#captures
  0.00      0.000     0.000     0.000     0.000        2   BinData::LazyEvaluator#eval_symbol_in_parent_context
  0.00      0.001     0.000     0.000     0.001        4   BinData::Array#to_storage_formats
  0.00      0.000     0.000     0.000     0.000        6   BinData::Array#initialize_instance
  0.00      0.000     0.000     0.000     0.000        2   Pio::Type::MacAddress#get
  0.00      0.004     0.000     0.000     0.004        1   BinData::Base#to_binary_s
  0.00      0.001     0.000     0.000     0.001        1   BinData::Primitive#assign
  0.00      0.000     0.000     0.000     0.000       25   BinData::SanitizedField#has_parameter?
  0.00      0.000     0.000     0.000     0.000        4   <Class::Pio::OpenFlow::Echo>#message_type
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#requested_dependencies
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bundler>#load
  0.00      0.002     0.000     0.000     0.002        2   Bundler::SourceList#combine_rubygems_sources
  0.00      0.000     0.000     0.000     0.000        4   URI::Generic#fragment=
  0.00      0.000     0.000     0.000     0.000        2   GLI::Command#has_option?
  0.00      0.000     0.000     0.000     0.000        2   GLI::GLIOptionParser::GlobalOptionParser#verify_required_options!
  0.00      0.000     0.000     0.000     0.000        1   GLI::GLIOptionParser::GlobalOptionParser#parse!
  0.00      0.003     0.000     0.000     0.003        1   GLI::GLIOptionParser#parse_options
  0.00      0.000     0.000     0.000     0.000        6   <Class::OptionParser::Switch::NoArgument>#pattern
  0.00      0.000     0.000     0.000     0.000        2   OptionParser#add_officious
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#add_help_switch_if_needed
  0.00      0.001     0.000     0.000     0.001        1   <Class::Pio::Udp>#udp_header
  0.00      0.001     0.000     0.000     0.001        2   Pio::OpenFlow::Flags#flags_16bit
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets
  0.00      0.000     0.000     0.000     0.000        2   Pio::IPv4Address#to_a
  0.00      0.001     0.000     0.000     0.001        2   BinData::LazyEvaluator#lazy_eval
  0.00      0.000     0.000     0.000     0.000        1   BinData::IO::Write#initialize
  0.00      0.000     0.000     0.000     0.000        2   BinData::Uint32be#assign
  0.00      0.000     0.000     0.000     0.000        4   <Module::BinData::FloatingPoint>#create_read_code
  0.00      0.000     0.000     0.000     0.000        1   Gem::PathSupport#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#clear_paths
  0.00      0.054     0.000     0.000     0.054        1   Bundler::RubygemsIntegration#replace_entrypoints
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#bin_path
  0.00      0.000     0.000     0.000     0.000        3   Bundler::Index#initialize
  0.00      0.006     0.000     0.000     0.006        3   Bundler::SpecSet#to_a
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#loaded_gem_paths
  0.00      0.000     0.000     0.000     0.000        1   Bundler::LockfileParser#warn_for_outdated_bundler_version
  0.00      0.000     0.000     0.000     0.000        4   URI::Generic#set_path
  0.00      0.215     0.000     0.000     0.215        1   <Module::Bundler>#setup
  0.00      0.000     0.000     0.000     0.000        3   Bundler::Dsl#normalize_group_options
  0.00      0.002     0.000     0.000     0.002        4   <Class::GLI::OptionParserFactory>#setup_options
  0.00      0.000     0.000     0.000     0.000        2   Bundler::RubygemsIntegration#redefine_method
  0.00      0.000     0.000     0.000     0.000        5   Kernel#__method__
  0.00      0.000     0.000     0.000     0.000       19   Gem::Platform#==
  0.00      0.000     0.000     0.000     0.000        6   <Module::Gem>#find_unresolved_default_spec
  0.00      0.000     0.000     0.000     0.000        2   <Class::GLI::OptionParserFactory>#setup_accepts
  0.00      0.000     0.000     0.000     0.000        1   Class#initialize
  0.00      0.000     0.000     0.000     0.000        1   Pio::OpenFlow10::Match::Wildcards#ip_source_address
  0.00      0.000     0.000     0.000     0.000        2   <Module::Pio::UdpHeader>#included
  0.00      0.000     0.000     0.000     0.000        3   BinData::Registry#unregister
  0.00      0.000     0.000     0.000     0.000        1   <Module::BinData::CheckOrAdjustOffsetPlugin>#included
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#replace_bin_path
  0.00      0.002     0.000     0.000     0.002        2   Bundler::Index#each
  0.00      0.000     0.000     0.000     0.000       36   Bundler::Dependency#current_env?
  0.00      0.000     0.000     0.000     0.000        4   URI::Generic#query=
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Dsl#initialize
  0.00      0.000     0.000     0.000     0.000        1   Kernel#fail
  0.00      0.000     0.000     0.000     0.000       12   OptionParser::Switch#match_nonswitch?
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#arg_name
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#default_value
  0.00      0.000     0.000     0.000     0.000        1   Rake::TaskArguments#initialize
  0.00      0.000     0.000     0.000     0.000        2   BinData::LazyEvaluator#recursively_eval
  0.00      0.000     0.000     0.000     0.000        2   BinData::LazyEvaluator#initialize
  0.00      0.000     0.000     0.000     0.000        4   Array#to_ary
  0.00      0.001     0.000     0.000     0.001        2   Pio::OpenFlow10::Match::Wildcards#set
  0.00      0.000     0.000     0.000     0.000        1   BinData::Struct#as_stringified_hash
  0.00      0.003     0.000     0.000     0.003        1   BinData::Struct#assign_fields
  0.00      0.001     0.000     0.000     0.001        1   <Class::Pio::Dhcp::Frame>#udp_header
  0.00      0.000     0.000     0.000     0.000        1   <Class::BinData::Struct>#inherited
  0.00      0.000     0.000     0.000     0.000        4   <Module::BinData::FloatingPoint>#create_to_binary_s_code
  0.00      0.000     0.000     0.000     0.000        2   ERB::Compiler::Scanner#initialize
  0.00      0.000     0.000     0.000     0.000        2   <Class::ERB::Compiler::Scanner>#make_scanner
  0.00      0.000     0.000     0.000     0.000        4   Mutex#initialize
  0.00      0.000     0.000     0.000     0.000        2   Gem::BasicSpecification#full_gem_path
  0.00      0.000     0.000     0.000     0.000        1   Gem::Specification#bin_dir
  0.00      0.000     0.000     0.000     0.000        4   Bundler::Settings#get_array
  0.00      0.000     0.000     0.000     0.000        3   Bundler::SourceList#all_sources
  0.00      0.000     0.000     0.000     0.000        1   Bundler::LockfileParser#parse_platform
  0.00      0.000     0.000     0.000     0.000        4   Bundler::RubygemsIntegration#gem_path
  0.00      0.000     0.000     0.000     0.000        1   <Class::File>#realpath
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#proceed?
  0.00      0.001     0.000     0.000     0.001        1   Bundler::Source::Rubygems#installed_specs
  0.00      0.099     0.000     0.000     0.099        1   Bundler::Definition#requested_specs
  0.00      0.000     0.000     0.000     0.000        7   <Class::Gem::Specification>#unresolved_deps
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandFinder#find_command_by_partial_name
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets=
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets
  0.00      0.000     0.000     0.000     0.000       15   Array#index
  0.00      0.000     0.000     0.000     0.000        1   BinData::Struct::Snapshot#[]=
  0.00      0.000     0.000     0.000     0.000        2   Pio::MessageTypeSelector#message_type
  0.00      0.000     0.000     0.000     0.000        4   <Module::BinData::FloatingPoint>#create_num_bytes_code
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration::MoreFuture#all_specs
  0.00      0.099     0.000     0.000     0.099        1   Bundler::Environment#requested_specs
  0.00      0.000     0.000     0.000     0.000        1   Bundler::LockfileParser#parse_bundled_with
  0.00      0.000     0.000     0.000     0.000        4   Pathname#to_path
  0.00      0.000     0.000     0.000     0.000        6   Mutex#lock
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#handle_exception
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandOptionBlockParser#do_parse
  0.00      0.000     0.000     0.000     0.000        1   <Class::GLI::OptionParserFactory>#add_help_switches_to_command
  0.00      0.002     0.000     0.000     0.002        1   <Class::GLI::OptionParserFactory>#for_command
  0.00      0.000     0.000     0.000     0.000        4   GLI::OptionParserFactory#set_defaults
  0.00      0.000     0.000     0.000     0.000        6   OptionParser::List#each_option
  0.00      0.000     0.000     0.000     0.000        1   GLI::GLIOptionBlockParser#do_parse
  0.00      0.000     0.000     0.000     0.000        2   GLI::CommandFinder#expand_with_aliases
  0.00      0.000     0.000     0.000     0.000        1   GLI::App#default_command
  0.00      0.000     0.000     0.000     0.000        1   Rake::PrivateReader::ClassMethods#private_reader
  0.00      0.000     0.000     0.000     0.000        1   <Module::Rake::PrivateReader>#included
  0.00      0.000     0.000     0.000     0.000        3   Rake::LinkedList::EmptyLinkedList#initialize
  0.00      0.000     0.000     0.000     0.000        1   Phut::Setting#initialize
  0.00      0.000     0.000     0.000     0.000        2   BinData::LazyEvaluator#method_missing
  0.00      0.000     0.000     0.000     0.000        4   BinData::Array#do_write
  0.00      0.000     0.000     0.000     0.000        2   <Class::Regexp>#last_match
  0.00      0.004     0.000     0.000     0.004        1   Pio::OpenFlow10::Match#method_missing
  0.00      0.003     0.000     0.000     0.003        1   BinData::Struct#assign
  0.00      0.004     0.000     0.000     0.004        1   Pio::OpenFlow10::Match#initialize
  0.00      0.001     0.000     0.000     0.001        2   ERB::Compiler::TrimScanner#trim_line2
  0.00      0.000     0.000     0.000     0.000        1   <Module::GLI::AppSupport>#included
  0.00      0.000     0.000     0.000     0.000        4   Module#public
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#user_home
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Environment#initialize
  0.00      0.000     0.000     0.000     0.000        4   Enumerable#to_set
  0.00      0.002     0.000     0.000     0.002        1   Bundler::SourceList#replace_sources!
  0.00      0.000     0.000     0.000     0.000       24   Integer#chr
  0.00      0.000     0.000     0.000     0.000        6   BinData::Struct#instantiate_all_objs
  0.00      0.000     0.000     0.000     0.000        5   String#to_str
  0.00      0.000     0.000     0.000     0.000        2   IO#close
  0.00      0.000     0.000     0.000     0.000        4   Bundler::Settings#app_cache_path
  0.00      0.000     0.000     0.000     0.000        3   Pathname#basename
  0.00      0.000     0.000     0.000     0.000       12   GLI::CommandLineToken#negatable?
  0.00      0.000     0.000     0.000     0.000        3   Kernel#String
  0.00      0.000     0.000     0.000     0.000        2   <Class::Pio::OpenFlow::Port>#reserved_ports
  0.00      0.002     0.000     0.000     0.002        4   BinData::Primitive#sensible_default
  0.00      0.001     0.000     0.000     0.001        2   <Object::BinData::Struct>#flags=
  0.00      0.000     0.000     0.000     0.000       11   BinData::SanitizedFields#any_field_has_parameter?
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#default_spec_cache_dir
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bundler>#app_config_path
  0.00      0.000     0.000     0.000     0.000        1   <Class::Gem::Platform>#new
  0.00      0.001     0.000     0.000     0.001        1   GLI::CommandSupport#execute
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#around_blocks
  0.00      0.000     0.000     0.000     0.000        1   GLI::OptionParsingResult#to_a
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#skips_pre
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#get_default_command
  0.00      0.000     0.000     0.000     0.000        1   GLI::GLIOptionParser::NormalCommandOptionParser#error_handler
  0.00      0.000     0.000     0.000     0.000        6   <Class::OptionParser::Switch::NoArgument>#incompatible_argument_styles
  0.00      0.000     0.000     0.000     0.000        1   GLI::GLIOptionParser::NormalCommandOptionParser#initialize
  0.00      0.000     0.000     0.000     0.000        2   GLI::GLIOptionBlockParser#parse!
  0.00      0.000     0.000     0.000     0.000        2   OptionParser#base
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#argument_handling_strategy
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#autocomplete
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#accepts
  0.00      0.000     0.000     0.000     0.000        1   Phut::Setting#socket_dir
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#help_text_wrap_type
  0.00      0.000     0.000     0.000     0.000        1   GLI::Argument#initialize
  0.00      0.000     0.000     0.000     0.000        1   GLI::App#program_desc
  0.00      0.000     0.000     0.000     0.000        1   Module#freeze
  0.00      0.000     0.000     0.000     0.000        1   Enumerable#grep
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#size
  0.00      0.000     0.000     0.000     0.000        1   <Module::Rake::Win32>#windows?
  0.00      0.000     0.000     0.000     0.000        1   <Class::Rake::LateTime>#instance
  0.00      0.000     0.000     0.000     0.000        1   <Class::Rake::EarlyTime>#instance
  0.00      0.000     0.000     0.000     0.000        6   File::Stat#directory?
  0.00      0.000     0.000     0.000     0.000        1   String#chomp
  0.00      0.000     0.000     0.000     0.000        1   StringIO#read
  0.00      0.000     0.000     0.000     0.000        1   StringIO#rewind
  0.00      0.000     0.000     0.000     0.000        2   IPAddr#to_string
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets=
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets
  0.00      0.004     0.000     0.000     0.004        6  *BinData::Struct#do_write
  0.00      0.000     0.000     0.000     0.000        1   BinData::MultiFieldArgSeparator#field_names_in_parameters?
  0.00      0.000     0.000     0.000     0.000        2   String#encoding
  0.00      0.000     0.000     0.000     0.000        1   Enumerable#select
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#find_home
  0.00      0.000     0.000     0.000     0.000        1   <Class::Gem::Specification>#_clear_load_cache
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#replace_refresh
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#post_reset
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#reverse_rubygems_kernel_mixin
  0.00      0.000     0.000     0.000     0.000        1   Gem::Specification#gem_dir
  0.00      0.000     0.000     0.000     0.000        1   Gem::Specification#bin_file
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#index
  0.00      0.000     0.000     0.000     0.000        1   <Class::Gem::Specification>#stubs
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Settings#without
  0.00      0.000     0.000     0.000     0.000        1   <Class::Regexp>#escape
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Settings#local_overrides
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#converge_locals
  0.00      0.001     0.000     0.000     0.001        1   Bundler::Definition#converge_dependencies
  0.00      0.000     0.000     0.000     0.000        3   Kernel#instance_variable_get
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#platforms
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Dsl#source
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Dsl#add_git_sources
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SourceList#initialize
  0.00      0.013     0.000     0.000     0.013        1   <Class::Bundler::Dsl>#evaluate
  0.00      0.013     0.000     0.000     0.013        1   <Class::Bundler::Definition>#build
  0.00      0.000     0.000     0.000     0.000        6   MonitorMixin#mon_check_owner
  0.00      0.000     0.000     0.000     0.000        1   GLI::GLIOptionParser::GlobalOptionParser#initialize
  0.00      0.000     0.000     0.000     0.000        2   BasicObject#singleton_method_removed
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#pinned_spec_names
  0.00      0.000     0.000     0.000     0.000        1   <Class::Bundler::Index>#build
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Settings#all
  0.00      0.001     0.000     0.000     0.001        3   Set#==
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bundler>#upgrade_lockfile
  0.00      0.000     0.000     0.000     0.000        6   Mutex#unlock
  0.00      0.000     0.000     0.000     0.000        6   <Module::Gem>#suffixes
  0.00      0.000     0.000     0.000     0.000       18   <Class::Thread>#current
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets=
  0.00      0.000     0.000     0.000     0.000        2   IPAddr#ipv4?
  0.00      0.000     0.000     0.000     0.000        2   <Class::IO>#open
  0.00      0.000     0.000     0.000     0.000        1   Phut::Setting#pid_dir=
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#get_action
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandSupport#skips_around
  0.00      0.000     0.000     0.000     0.000        1   Array#size
  0.00      0.000     0.000     0.000     0.000        2   OptionParser#order!
  0.00      0.000     0.000     0.000     0.000        1   GLI::App#on_error
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#help_sort_type
  0.00      0.000     0.000     0.000     0.000        1   Phut::Syntax::VhostDirective::UnusedIpAddress#initialize
  0.00      0.000     0.000     0.000     0.000        1   String#force_encoding
  0.00      0.000     0.000     0.000     0.000        1   BinData::MultiFieldArgSeparator#separate_args
  0.00      0.000     0.000     0.000     0.000        5   Fixnum#<=
  0.00      0.000     0.000     0.000     0.000        1   Array#*
  0.00      0.000     0.000     0.000     0.000        1   <Module::BinData::RegisterNamePlugin>#included
  0.00      0.000     0.000     0.000     0.000        1   BinData::Registry#initialize
  0.00      0.000     0.000     0.000     0.000        2   Encoding#to_s
  0.00      0.000     0.000     0.000     0.000        2   String#b
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bundler>#ui=
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Source::Rubygems#to_lock
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bundler>#bundle_path
  0.00      0.002     0.000     0.000     0.002        1   Bundler::Index#use
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Settings#with
  0.00      0.000     0.000     0.000     0.000        2   Bundler::Definition#groups
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#validate_ruby!
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Source::Rubygems#replace_remotes
  0.00      0.000     0.000     0.000     0.000        4   URI::Generic#absolute?
  0.00      0.000     0.000     0.000     0.000        4   <Class::String>#try_convert
  0.00      0.002     0.000     0.000     0.002        1   Bundler::Dsl#eval_gemfile
  0.00      0.000     0.000     0.000     0.000        3   Bundler::Dsl#git_source
  0.00      0.000     0.000     0.000     0.000        1   Pathname#realpath
  0.00      0.000     0.000     0.000     0.000        7   GLI::Switch#negatable?
  0.00      0.000     0.000     0.000     0.000       13  *GLI::AppSupport#override_command_defaults
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#parse_config
  0.00      0.000     0.000     0.000     0.000        2   <Object::Pio::OpenFlow10::Match::MatchFormat>#wildcards
  0.00      0.000     0.000     0.000     0.000        2   Pio::Mac#to_str
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets
  0.00      0.000     0.000     0.000     0.000        1   BinData::Uint32be#value_to_binary_string
  0.00      0.000     0.000     0.000     0.000        1   Bundler::RubygemsIntegration#ui=
  0.00      0.000     0.000     0.000     0.000        2   Kernel#untaint
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#path_separator
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SpecSet#[]=
  0.00      0.000     0.000     0.000     0.000        4   URI::Generic#normalize
  0.00      0.000     0.000     0.000     0.000        2   GLI::OptionParserFactory#options_hash_with_defaults_set!
  0.00      0.000     0.000     0.000     0.000        2   Pathname#exist?
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#pre_block
  0.00      0.000     0.000     0.000     0.000        1   GLI::DSL#default_value
  0.00      0.000     0.000     0.000     0.000        2   BinData::Primitive#respond_to?
  0.00      0.000     0.000     0.000     0.000        1   <Object::BinData::Struct>#octets=
  0.00      0.000     0.000     0.000     0.000        1   BinData::Struct#clear
  0.00      0.000     0.000     0.000     0.000        1   BinData::MultiFieldArgSeparator#parameters_is_value?
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SpecSet#[]
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#converge_paths
  0.00      0.011     0.000     0.000     0.011        1   Bundler::Dsl#to_definition
  0.00      0.000     0.000     0.000     0.000        4   String#ascii_only?
  0.00      0.000     0.000     0.000     0.000        2   <Module::Bundler>#read_file
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#regular_error_handling?
  0.00      0.000     0.000     0.000     0.000        6   GLI::Flag#required?
  0.00      0.000     0.000     0.000     0.000        1   GLI::AppSupport#synopsis_format_type
  0.00      0.000     0.000     0.000     0.000        1   BasicObject#singleton_method_undefined
  0.00      0.000     0.000     0.000     0.000        6   File::Stat#world_writable?
  0.00      0.000     0.000     0.000     0.000        2   BinData::Base#safe_respond_to?
  0.00      0.000     0.000     0.000     0.000        2   Integer#to_i
  0.00      0.000     0.000     0.000     0.000        2   <Class::Gem::Specification>#all=
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Source::Rubygems#unmet_deps
  0.00      0.000     0.000     0.000     0.000        1   <Module::FileTest>#file?
  0.00      0.000     0.000     0.000     0.000        1   IO#tty?
  0.00      0.000     0.000     0.000     0.000        2   IO#closed?
  0.00      0.000     0.000     0.000     0.000        1   Exception#respond_to?
  0.00      0.000     0.000     0.000     0.000       12   Module#>=
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem::DefaultUserInteraction>#ui=
  0.00      0.000     0.000     0.000     0.000        4   URI::Generic#normalize!
  0.00      0.000     0.000     0.000     0.000        2   URI::Generic#==
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SourceList#rubygems_primary_remotes
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Dsl#normalize_source
  0.00      0.000     0.000     0.000     0.000        1   Pathname#file?
  0.00      0.000     0.000     0.000     0.000        1   Pathname#read
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SharedHelpers#in_bundle?
  0.00      0.000     0.000     0.000     0.000        1   Phut::Setting#log_dir=
  0.00      0.000     0.000     0.000     0.000        1   GLI::LegacyCommandOptionBlockParser#break_on_non_option?
  0.00      0.000     0.000     0.000     0.000        6   File::Stat#sticky?
  0.00      0.000     0.000     0.000     0.000       12   Fixnum#>>
  0.00      0.000     0.000     0.000     0.000        1   Comparable#<=
  0.00      0.000     0.000     0.000     0.000        1   Module#private_method_defined?
  0.00      0.000     0.000     0.000     0.000        1   Set#include?
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Index#add_source
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#nothing_changed?
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Definition#fixup_dependency_types!
  0.00      0.000     0.000     0.000     0.000        1   <Class::Gem::Version>#correct?
  0.00      0.000     0.000     0.000     0.000        1   Bundler::SourceList#add_rubygems_remote
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Dsl#check_primary_source_safety
  0.00      0.000     0.000     0.000     0.000        1   Pathname#expand_path
  0.00      0.000     0.000     0.000     0.000        1   Hash#default=
  0.00      0.000     0.000     0.000     0.000        3   BasicObject#equal?
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bundler>#default_gemfile
  0.00      0.000     0.000     0.000     0.000        1   Exception#respond_to_missing?
  0.00      0.000     0.000     0.000     0.000        1   Phut::Setting#socket_dir=
  0.00      0.000     0.000     0.000     0.000        1   GLI::CommandOptionBlockParser#command=
  0.00      0.000     0.000     0.000     0.000        2   Fixnum#-@
  0.00      0.000     0.000     0.000     0.000        2   Encoding#dummy?
  0.00      0.000     0.000     0.000     0.000        2   FalseClass#|
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bundler>#configure

* indicates recursively called methods
